0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,4,5,6,8,9,11,14,17,21,25,30,35,35,35,35
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,4,5,6,8,9,12,14,17,21,26,31,35,35,35,35,35,35,35,35
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,4,4,5,7,8,10,12,15,18,22,26,32,35,35,35,35,35,35,35,35,35,35
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,4,4,5,6,8,9,11,14,17,20,25,30,35,35,35,35,35,35,35,35,35,35,35,35
1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,5,5,7,8,9,12,14,17,21,26,31,35,35,35,35,35,35,35,35,35,35,35,35,35
1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,5,6,7,8,9,12,14,17,21,26,31,35,35,35,35,35,35,35,35,35,35,35,35,35,35
1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,5,5,7,8,9,11,14,17,20,25,30,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,5,5,6,8,9,11,13,16,19,24,29,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,5,5,6,7,8,10,12,15,18,22,27,33,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,5,6,7,8,9,12,14,17,21,26,31,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,5,6,6,8,9,11,13,16,19,24,28,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,5,5,6,7,8,10,12,15,18,22,26,32,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,5,6,7,8,9,11,13,16,20,24,29,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,5,5,6,7,8,10,12,15,18,22,26,32,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,5,6,7,8,9,11,13,16,20,24,29,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,5,5,6,7,8,10,12,15,18,22,26,32,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,5,6,7,8,9,11,13,16,19,24,29,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,5,5,6,7,8,10,12,14,17,21,26,31,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,5,5,6,8,8,10,13,16,19,23,28,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,5,5,6,7,8,9,11,14,17,20,25,30,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,5,5,6,7,8,10,12,15,18,22,27,33,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,5,6,7,8,9,11,13,16,20,24,29,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,5,5,6,7,8,10,12,15,17,21,26,31,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,5,5,6,7,8,10,13,16,19,23,28,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,5,6,7,8,9,11,14,17,20,25,30,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,2,3,3,3,3,3,3,4,4,5,5,6,7,8,10,12,15,18,22,26,32,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,2,3,3,3,3,3,3,4,4,5,5,6,8,9,11,13,16,19,24,28,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,2,3,3,3,3,3,4,4,4,5,6,7,8,9,11,14,17,21,25,31,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,2,3,3,3,3,3,4,4,5,5,6,7,8,10,12,15,18,22,27,33,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2,2,2,2,2,2,3,3,3,3,3,4,4,5,5,6,8,9,11,13,16,20,24,29,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
